f:a,.:,.:,.:,.:,m:,.:,.:,f:,.:,.:f,.:c,f:,.:f,.:,m:
.:c,v:,f:,.:,s:,s:,c:7,.:f,.:,v:,.:,.:,c:3,.:f,.:,.:r
f:a,.:f,m:o,s:,s:,m:o,.:f,.:,f:,.:,f:,.:,f:,s:h,s:h,.:
.:,.:,.:c,f:r,s:,f:,f:,.:c,f:,f:,.:,m:,f:,.:,s:,.:
.:r,.:,f:,.:,.:,f:,.:,s:,s:,.:,m:,v:,.:,.:c,f:,.:
f:,.:,f:,.:,.:,.:,.:,.:,f:,s:h,s:,.:,f:a,.:c,v:,m:
.:,.:,s:h,c:8,.:c,.:,.:c,.:f,c:1,s:h,s:,s:h,.:c,f:a,.:,.:
m:,s:,s:,s:h,.:,m:,.:,f:,f:,.:f,m:,c:6,f:,.:r,.:,.:
.:,.:,m:,.:,.:,.:,m:o,.:,.:,m:,s:,.:c,.:,f:,.:,f:
.:,.:,.:,.:,f:,v:,.:,.:,.:,.:f,s:,s:,.:,.:f,.:,.:
m:,.:,.:c,.:,.:f,.:f,.:,.:f,c:11,.:,.:,.:c,.:,v:,.:,.:
f:,f:,v:,.:f,f:r,.:,.:,.:,s:h,s:h,s:,.:,.:c,.:c,m:o,m:r
.:,.:,s:,s:h,f:a,.:,f:,.:,m:,s:,s:,.:,.:c,f:r,f:,.:f
f:,.:f,s:h,s:,m:,.:,.:c,v:,.:f,m:,.:f,.:,.:,m:o,.:,m:
.:,c:10,s:,.:f,v:,m:,.:,.:f,.:f,.:,.:c,v:,m:,f:,c:0,f:
.:f,f:a,m:,.:,f:,.:,s:h,.:,.:,f:,m:,f:,.:,f:a,m:,m:
