d:r,d:,d:w,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:
d:,d:,d:,s:,d:,d:r,d:,d:,d:,d:,d:,d:,s:h,s:,s:,d:
d:,s:,s:,v:,s:h,d:,d:,d:,d:,d:,d:,s:h,m:,f:,f:,s:
s:,m:,.:,.:,m:,s:,d:,d:,d:,d:,s:h,.:,v:,.:,.:,s:
f:,f:a,f:,f:a,.:,.:,s:h,d:,d:,d:,s:,.:f,.:,.:c,.:,s:
.:,.:,c:2,.:,.:,v:,s:,d:,d:,d:,s:,.:,.:,.:,.:,s:
.:r,f:,m:,f:,.:,s:,d:,d:,d:,d:,s:,.:f,v:,.:c,s:h,d:
.:,.:,f:,.:,.:f,s:h,d:,s:,s:,d:,d:,s:h,s:h,s:h,d:w,d:
m:,v:,f:,f:,v:,.:,s:h,v:,.:,s:,d:,d:,d:,d:,d:,d:
s:,.:,f:a,.:f,.:,.:,f:,.:,f:,s:,d:,d:,d:,d:,d:,d:
d:,s:h,f:,.:,.:,.:,.:,.:,f:r,.:,s:h,s:,s:,s:,d:,d:
d:,d:,s:,.:,v:,.:,f:,f:,.:,.:,.:f,.:,.:,.:,s:,d:
d:,d:,d:,s:h,s:h,s:,.:,v:,.:,f:r,.:,c:11,.:f,.:f,.:,s:
d:,d:,d:,d:,d:,d:,s:h,s:,s:h,s:h,.:c,.:,.:,.:f,s:h,s:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,s:,s:,s:h,v:,.:c
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,s:,f:a,f:a
