.:,m:,f:a,.:,s:,d:,d:,d:,d:,s:h,s:h,s:,s:,s:,s:,d:,d:,d:,d:,d:
.:,c:10,.:,m:,s:,d:r,d:,d:,s:,c:3,.:,.:,.:,.:r,.:,s:,d:,d:,d:,d:
.:,.:f,.:f,f:,.:f,s:h,d:w,d:,s:,m:,.:c,m:o,f:,.:f,.:,m:o,s:,d:,d:,d:
s:,s:,s:,f:,m:,v:,s:h,d:,d:,s:,.:,.:,.:c,m:,c:7,.:f,s:,d:,d:,d:
d:,d:,s:,.:,.:,.:f,.:c,s:,d:,s:,.:,v:,.:,.:,s:,s:,d:,d:,d:,d:
d:,d:,d:,s:h,.:,.:,.:,s:,d:,d:,s:,f:,f:,m:r,s:,d:,d:r,d:,d:,d:
d:,d:,d:,s:,.:,.:,.:f,s:h,d:,d:,d:,s:,s:,s:,d:,d:,d:,d:,d:,d:
d:,d:,d:,s:,.:,.:f,m:,s:,d:w,s:h,d:w,d:,d:,s:,s:,s:,d:r,d:,d:,d:
d:,d:,s:,.:f,c:11,f:,.:,s:h,s:,v:,s:,d:,s:,f:,f:,f:,s:h,s:,s:,d:
d:,d:,d:,s:h,f:,f:,.:,s:h,d:,s:,d:,d:,s:h,.:c,v:,.:,s:,s:h,.:,s:
d:,d:,d:r,d:,s:,s:,s:,d:,d:,d:,d:r,d:,s:,f:,f:,.:f,.:,c:4,f:,.:
d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,s:,s:h,s:,s:,s:,s:,f:,s:h,f:,f:
s:,s:,s:,d:,d:,d:,d:,d:,s:,s:h,f:,c:5,f:,s:,d:,d:,s:h,f:,f:,s:
f:a,f:,f:,s:,d:,d:,d:,s:h,v:,f:a,f:a,f:,f:a,f:,s:,s:h,s:,s:,s:,d:
.:,f:a,v:,s:,d:,d:r,s:,.:c,f:,f:,.:f,f:r,f:,.:c,v:,f:,f:,s:,d:,d:
.:,.:,.:,s:,d:,s:,.:,.:c,.:f,.:,f:,.:,f:,s:,f:,f:,.:,s:,d:,d:
s:h,m:,.:,m:,s:h,s:h,.:,.:,v:,.:,.:,c:6,s:h,s:h,.:,m:,m:,s:,d:,d:
s:h,c:0,m:o,f:,.:,v:,s:,.:,f:,f:,f:,m:,s:h,d:w,s:,s:,s:,d:,d:,d:
d:,s:h,s:,f:,.:,.:,s:h,s:,m:,.:c,.:,.:,s:,d:,d:,d:,d:r,d:,d:,d:
d:,d:,s:h,f:,f:,f:a,s:,d:,s:,f:,m:,s:,d:,d:,d:,d:,d:,d:,d:,d:
