s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:
.:,f:,v:,s:,d:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
f:,.:,f:,f:,s:,f:,s:,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:
f:,.:f,.:,.:,f:,f:,m:,f:,.:,f:r,s:,s:,s:,s:,s:,d:,d:,d:,d:,d:
s:,.:r,.:,f:a,f:,f:,f:,v:,.:,.:,.:,.:,m:,f:,v:,s:,d:,d:,d:,d:
d:,s:h,.:,c:5,.:,.:c,m:,f:,f:,.:,.:,f:a,f:a,f:,.:,s:h,d:,d:,d:,d:
d:,s:,f:a,f:,f:,f:,f:,f:,.:,.:,.:f,c:2,m:,.:,f:,s:,d:,d:,d:,d:
s:h,f:,f:,f:,.:,.:,f:,.:,.:,.:,.:,.:,.:,f:,s:,d:r,d:,s:,s:,d:
s:h,v:,.:,f:,f:a,s:,v:,.:,.:,.:,f:,.:,m:,.:,s:,d:,s:,.:f,.:,s:h
d:,s:h,f:,.:,s:,d:,s:,s:,s:,s:,s:,m:r,.:,.:,s:,d:,d:,s:,s:h,d:
d:,d:,s:,s:h,d:,d:,d:,d:,d:,d:,d:,s:,.:,v:,s:,d:w,s:,.:,v:,s:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,.:,.:,s:,d:,s:,s:h,d:w
d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:,s:,.:,.:,.:,s:h,d:,d:,d:,d:
d:,d:,s:,s:,d:,d:,d:,d:,s:,s:,s:h,s:,.:,c:11,.:c,s:,d:,d:r,d:,d:
d:,s:h,.:,.:,s:h,d:,d:r,s:,f:,m:,m:,s:,.:c,.:f,.:f,s:,d:,d:,d:,d:
d:,s:,.:f,v:,s:h,d:,d:,s:,.:f,c:1,f:,s:,s:,s:,s:,d:,d:,d:,d:,d:
d:,s:,.:,f:,s:,d:,d:,s:,.:,.:f,f:,s:,s:h,s:,s:,d:,d:,d:,d:,d:
s:,f:,.:,.:,s:,d:,d:,d:,s:,f:a,.:c,.:,v:,f:,f:,s:,d:,d:,d:,d:
s:,.:f,m:,v:,s:h,d:,d:,d:,s:h,v:,s:,.:,m:,m:,f:,s:,d:,d:,d:,d:
d:,s:,.:,f:,s:,d:r,d:,d:,d:,s:,s:h,m:,s:h,m:,.:,.:r,s:,d:,d:r,d:
