d:,s:,s:,s:,s:h,s:h,s:,s:h,s:,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:
s:,.:,.:,.:,.:,v:,.:,.:,f:,.:,v:,s:,d:,d:,d:,d:,d:,d:,d:,d:r
.:,.:f,v:,.:,.:,.:f,.:,.:f,f:,.:,.:,s:,s:,s:,d:,d:,d:,d:,d:,d:
.:,.:f,f:,.:,.:f,f:,.:,f:a,f:,.:,m:,m:,.:,.:,s:,d:w,d:w,s:,d:,d:
s:,.:,.:c,.:,s:,s:h,s:,s:,.:c,f:,.:,.:,.:,.:,m:o,s:,s:h,v:,s:h,d:
s:,.:,.:f,c:11,s:h,d:,d:,s:h,f:,f:,v:,.:f,.:f,c:7,s:,d:,d:w,s:,d:w,d:
d:,s:,.:,f:,.:f,s:,s:,v:,f:,.:,m:,s:,.:f,s:,d:w,d:,d:,d:,d:,d:
d:,d:,s:,m:,f:,.:,.:,.:,.:c,.:,s:,d:,s:,d:,d:,d:,d:w,s:,d:,d:r
d:,d:,s:,.:,.:,.:,.:,.:,.:,s:,d:,d:,d:,d:r,d:,d:,s:h,v:,s:,d:
d:,d:,s:,m:,.:c,.:f,f:a,.:c,.:,s:,d:,d:,s:,s:,d:,d:,d:w,s:,d:,d:
d:,d:w,s:,v:,.:,f:,v:,.:,s:,d:,d:,s:,.:f,m:o,s:,s:,d:,d:,d:,d:
d:,d:,d:,s:h,.:,.:,.:f,s:,d:,d:,s:,f:,v:,m:,.:f,.:f,s:,s:,d:,d:
d:,d:,d:,s:,.:,.:,.:,s:,d:,d:,s:,.:,f:a,.:,.:,v:,m:,m:,s:,d:
d:,d:,d:,d:,s:,s:,s:h,s:,s:,d:,s:,.:,m:,f:,.:,.:,m:,f:,f:,s:
d:,d:r,d:,d:,d:,s:,.:,.:c,v:,s:h,s:,.:,v:,.:f,f:,.:f,f:,.:,.:f,s:
d:,d:,d:,d:,d:,s:,.:,f:a,.:c,s:h,d:,s:,f:,.:,.:f,v:,.:,.:,c:10,f:a
d:r,d:,s:,s:,s:,s:h,.:,.:,m:r,s:,d:,d:,s:,s:h,s:h,s:,f:,f:,f:,.:f
d:,s:,.:,.:f,c:3,s:,s:h,s:,s:,d:,d:,d:,d:,d:r,d:,d:,s:,f:,f:,s:h
d:r,s:,.:,.:f,.:,s:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:r,d:,s:,s:,d:
d:,s:,f:,.:,.:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:
