.:,.:,f:,.:,m:o,m:,s:,d:,s:,f:,f:,s:,.:,f:,.:,m:r,f:,.:
f:,f:,m:o,f:,.:,v:,.:,s:,f:,f:,s:,d:,s:,m:,m:,f:a,.:,.:
f:,c:7,s:,.:,m:,.:c,.:,s:,s:,f:a,f:,s:,f:,m:o,c:0,.:f,f:,f:
.:,.:c,f:,m:,f:,f:,.:,s:,.:,.:c,v:,m:,f:,s:h,f:a,.:,.:,f:
.:,.:,f:,f:,.:,v:,.:,s:,.:f,m:,m:,.:f,.:,s:,f:,f:,.:f,f:r
.:f,.:,v:,f:,s:,.:,.:,f:,m:,.:,f:,.:,.:,.:c,v:,m:,.:,m:
.:,m:o,m:,f:,s:,.:,f:,f:,m:,f:r,m:,m:,m:,s:,.:,f:,m:,m:
.:,.:,m:,m:,s:,.:,s:,s:,m:,.:c,s:,s:h,s:,s:,m:,m:,m:,m:o
.:c,v:,m:,f:,.:,v:,s:,.:c,v:,m:o,.:f,v:,.:,.:,.:,v:,.:c,.:
.:,f:a,f:,.:,m:,m:o,m:,s:,s:h,m:,f:,f:,.:,.:r,f:,f:a,m:,.:f
f:a,.:,.:,.:,.:f,m:o,.:,s:,f:a,.:,m:,m:,s:,s:,.:,m:,m:,f:r
f:,v:,s:h,.:,f:,v:,m:,m:,v:,f:,.:,f:a,s:h,s:,.:r,m:,f:,m:
f:,.:,m:,f:,m:,f:,.:,.:,f:,m:,m:,v:,m:,m:,s:h,s:,f:,f:
f:,m:,.:,.:,f:,s:h,m:,.:,.:f,.:,.:f,.:,.:,.:,v:,.:,f:,f:r
.:,v:,m:,.:,m:,m:o,m:,f:a,v:,.:f,.:,.:r,f:,.:,.:f,.:,f:,.:
f:a,m:,m:,.:f,c:9,m:,.:,f:,f:a,.:,.:,f:a,f:a,.:,s:,m:,.:,.:f
f:,m:,.:,f:,.:f,.:,.:,s:,.:,.:,f:a,v:,.:,.:,s:,m:,c:10,f:
f:,.:,f:,m:,f:r,f:a,m:,s:,m:,f:,f:,.:f,f:,m:,s:,.:,.:,.:f
