s:,s:,s:,s:,f:,.:f,.:r,s:,s:,d:,d:,d:,d:,d:,d:,d:,d:,d:r,d:,d:
f:,.:,.:c,s:,.:,.:f,.:c,.:f,c:11,s:h,d:,d:,d:,d:,d:,d:,d:,s:h,s:h,s:
.:f,.:f,m:,s:h,.:f,v:,.:f,.:f,.:f,s:h,d:,d:,s:h,s:h,s:h,d:,s:,.:f,.:,m:o
.:,f:a,v:,s:h,s:,s:,.:f,.:,.:,s:,d:,s:h,v:,f:,.:,s:,s:,.:,v:,.:
s:,s:,s:,s:,.:,f:,f:,s:h,s:,s:,s:h,s:h,.:,m:,.:,v:,s:,.:f,.:c,f:
d:w,s:,.:,.:,.:,.:c,v:,s:h,.:f,v:,f:,.:c,.:,.:f,.:,.:,.:,s:h,s:,s:h
d:r,s:,.:c,.:f,.:,.:,.:c,.:,.:,.:c,.:f,.:r,m:,.:,.:f,.:,s:h,d:,d:,d:
d:,s:,v:,.:,f:a,s:,f:,.:c,f:,f:,.:,f:,.:,f:,v:,s:,d:,d:,d:,d:
d:w,d:,s:h,s:,s:,.:,m:,v:,.:,.:f,.:,v:,f:,f:,f:,s:h,d:,d:,d:,d:
d:,d:,d:,d:r,s:h,f:,.:,f:,f:a,.:,.:c,f:,m:,.:c,s:,d:,d:,d:,d:,d:
d:,d:,d:,d:,d:,s:,.:,.:r,m:,m:,m:,m:,.:,.:c,v:,s:h,d:,d:,d:,d:
d:,d:,d:,d:w,d:,s:,f:,.:,.:,m:,f:,.:,m:,f:,.:,s:,d:,d:,d:,d:
d:,d:,d:r,d:w,s:,f:,f:,f:,f:,f:,.:,f:,f:a,f:,f:,s:,s:,s:h,s:,d:
d:,d:,d:,d:,s:,v:,.:,f:,f:,v:,.:,m:,.:,v:,s:h,s:h,v:,f:,f:a,s:
d:r,d:,s:h,s:,s:,s:h,f:,.:,.:,m:,m:,.:,m:,f:,s:,s:,.:,.:,f:,s:
d:,s:,.:,.:,f:,s:h,s:,s:,f:,.:,.:f,f:,.:,m:,.:,.:,m:,.:f,f:,s:
d:,s:,f:,v:,f:,s:,d:,s:h,s:h,s:,s:,s:,.:f,.:f,m:o,.:f,s:,s:,s:,d:
d:,s:,.:,f:,.:,s:,s:,v:,s:h,d:,d:r,s:h,v:,m:,.:,c:10,s:h,d:,d:,d:
d:,d:w,s:,s:,s:,d:,d:,s:h,d:w,d:,d:w,d:,s:,s:h,s:,.:f,s:,d:,d:,d:
d:,d:,d:,d:,d:,d:r,d:,d:r,d:,d:,d:,d:w,d:,d:w,d:,s:,d:,d:,d:,d:
