s:h,.:,.:,.:,s:,d:,d:,d:,d:,d:,d:,d:w,s:,d:,d:,d:
s:,m:o,.:c,.:,s:h,d:,s:,s:,s:,d:,s:h,s:h,m:o,s:,d:,d:
s:,.:,c:3,.:,s:h,s:,f:,.:,.:,s:,f:,c:9,m:,s:,d:,d:
d:,s:,s:,s:h,m:,f:,.:c,f:,.:f,s:,f:,f:,.:,s:,d:,d:
d:,d:,d:,s:,.:f,f:,c:0,m:o,.:f,s:h,f:,.:f,.:,s:,d:,d:
d:r,d:,s:,s:,.:c,m:,f:a,f:a,f:,s:,c:10,.:f,f:,s:,d:,d:
s:h,s:,.:,f:,.:,.:,f:,.:,.:r,f:a,.:,.:,.:,s:,d:,d:
f:,.:f,.:,f:,.:c,f:,m:o,f:a,f:a,.:f,.:,.:,.:,s:,d:,d:
.:,v:,f:,.:,v:,.:,f:,v:,m:,.:,v:,f:a,s:,d:,d:,d:r
.:f,f:,.:c,f:a,.:,.:,f:a,.:,.:,f:,.:,.:f,s:,d:,d:,d:
.:,m:,.:,s:h,s:,m:,.:,.:,.:c,.:,f:a,s:,d:,d:,d:,d:
.:,c:4,f:,s:,c:1,.:f,.:,.:,c:8,f:,s:,d:,d:,d:,d:,d:
s:,s:h,s:h,s:h,.:f,m:o,.:,.:f,.:,.:f,s:,d:,d:,s:,s:h,s:h
d:,d:,d:,s:,.:,f:,.:r,s:h,s:,s:,d:,d:,s:,m:,c:11,.:c
d:,d:r,d:,d:,s:,s:,s:,d:,d:,d:,d:,d:,s:,m:,.:f,.:f
d:,d:,d:,d:,d:r,d:,d:,d:r,d:,d:,d:,d:,s:,.:,.:f,.:
