s:h,m:o,.:f,.:f,m:,s:h,m:,m:,.:,s:,f:,.:,f:,f:
s:h,c:1,.:f,f:,v:,s:h,f:,f:,v:,f:,.:,m:,.:,.:
.:,.:,f:,.:f,m:,m:,.:,m:o,f:,f:,.:,v:,f:,f:
f:,.:c,.:f,.:,.:,.:,.:,.:,.:f,.:,m:,m:,.:,.:
f:,f:,v:,f:,s:h,v:,f:,f:,v:,.:f,.:,s:,m:o,.:
f:,.:,m:,s:h,d:,s:h,f:,f:,m:,f:,f:,s:h,c:9,.:c
.:,f:,f:,f:,s:,s:,s:h,s:,.:f,m:,f:,f:a,.:,f:
.:,.:f,v:,f:,m:,f:,v:,f:,.:f,s:,s:,.:,.:r,s:h
.:f,.:f,f:,.:f,.:c,m:,f:,f:,.:f,v:,.:c,f:,s:,d:
.:,f:,.:,.:,f:,.:,m:,.:,.:f,m:,.:,.:,f:,s:
f:,.:r,.:,f:,.:,f:,.:,m:,.:,.:,.:,.:,.:,.:
.:f,f:,.:,m:,v:,m:,.:,v:,.:,f:,m:,v:,.:,f:
.:f,v:,f:,f:,m:,m:,f:a,f:,.:,.:f,.:,.:,m:,m:
f:,.:,.:,f:r,m:,.:r,.:f,f:,.:,m:,m:r,f:,m:,f:
