d:,d:,d:,d:,d:,d:,s:,.:,.:,.:,s:,s:,.:,.:,.:,s:
d:,d:,d:,s:,s:,s:,s:,.:,.:f,.:,s:h,.:,.:,.:,.:,m:
d:,d:,s:,.:,.:,.:r,s:,.:,.:,.:c,s:,m:,.:,.:f,.:f,.:
d:,d:,s:,.:c,f:,.:c,s:h,.:,.:,v:,.:,.:,.:f,c:3,.:,.:
s:,s:,s:,f:,.:c,v:,.:,m:,.:,.:c,f:,.:,.:,.:,.:,.:
m:,m:r,.:,.:,f:,.:c,.:c,m:,.:r,m:,.:,.:,.:c,.:,f:,.:f
m:,.:,m:o,f:,f:,.:r,f:,m:,f:,.:,.:,.:,.:,.:,.:r,s:
f:,.:,c:7,m:,.:,.:,m:,.:f,f:a,.:,.:f,v:,.:,f:,.:,s:
m:,.:c,.:,m:,f:,.:,v:,.:,f:,f:r,m:o,s:,s:h,s:h,s:,s:
.:,m:,.:,f:,f:,f:,.:c,.:,f:,.:,s:,.:,.:,.:,.:,.:
s:,s:,s:,s:,s:,m:,f:,f:,m:,.:,.:,f:,f:a,f:,m:,f:
d:,d:,d:,d:,s:,f:,.:f,c:9,m:,f:,f:,f:,s:h,c:4,.:,.:
d:,d:,d:,s:,s:,f:,m:o,.:,f:,.:,v:,.:,f:a,s:h,.:f,.:
d:,d:,s:,v:,s:h,.:,f:,.:,f:,.:f,m:o,.:,.:,f:,.:,f:
d:,d:,d:,s:,d:,s:,s:,s:,s:,s:,s:,s:,f:,.:,.:,s:
d:,d:,d:,d:,d:,d:,d:r,d:,d:,d:,d:,s:,m:,.:,.:,s:
