d:,d:,s:h,.:f,s:w,d:,d:,d:r,d:,d:,d:r,d:,d:,d:,d:,d:
d:,s:,f:,c:1,s:,d:,d:,d:,d:,d:,d:,d:w,d:,d:,d:,d:
s:,f:,f:,f:,.:f,s:,d:,d:,d:w,d:,d:,s:,s:,s:h,s:,d:
s:,f:,f:,.:f,.:c,f:,s:,d:,s:,s:,s:h,f:,.:,c:5,f:a,s:
s:,.:r,.:c,v:,f:,f:,s:,s:,m:o,c:0,.:,f:,f:,f:a,s:,d:w
d:,s:,.:,.:,.:,m:,s:,s:h,.:,f:,f:,f:a,m:,f:,s:,d:
d:,d:,s:h,f:a,m:,.:,s:,s:,.:,.:,.:c,m:,s:,s:,d:,d:r
d:,d:,s:,c:6,f:a,.:,s:h,f:,f:,.:f,f:,m:,s:h,d:,d:,d:
d:,d:,s:,m:o,m:,.:r,.:c,v:,.:f,.:f,c:10,s:,d:,d:,d:,d:
d:,d:r,d:,s:,m:,.:c,.:,f:,.:,f:,s:,s:h,d:,d:,d:,d:
d:,d:,d:,d:,s:,.:c,.:f,.:,.:f,f:,.:,.:f,s:,d:r,d:,d:
d:,d:,s:,d:,d:,s:h,c:3,.:,.:,v:,.:c,m:,s:,d:,d:,d:
d:,s:h,v:,s:,d:,s:h,m:,.:,f:a,f:,.:,.:,s:,s:,s:,d:
d:,d:,s:h,d:w,d:,d:,s:,f:,f:,f:,f:,.:,m:,m:,f:a,s:w
d:,d:w,d:,d:,d:,d:,d:,s:,c:7,f:,.:,.:,f:,c:2,s:,d:
d:,d:,d:,d:,d:,d:,s:,m:o,.:f,.:f,s:,s:h,f:a,.:,s:,d:
