d:,d:,d:,d:,d:,s:,s:,s:,d:,d:,d:,d:,d:,d:
d:w,s:h,d:,d:,s:,.:c,.:,.:,s:,d:,d:,d:,d:,d:
s:,v:,s:,d:,s:h,m:o,c:8,.:,s:,s:,d:w,d:,d:r,d:
f:,.:,s:h,d:,s:,.:,.:,.:,m:,.:f,s:,d:,d:,d:
f:,.:,s:,d:,s:,.:,.:,.:f,c:6,.:,s:,d:,d:r,d:
.:,s:,d:r,d:,d:,s:,s:,m:,.:,f:,s:,d:,d:,d:
s:,d:,d:,d:,d:w,d:,d:,s:,s:,s:,d:,d:,d:,d:
d:,d:w,d:,s:,d:,s:h,s:,s:,d:,d:r,d:,d:,d:,d:
d:,d:,s:,v:,s:,m:o,f:,.:,s:,d:,d:,d:,d:,d:
d:,s:,m:,f:a,m:,m:,c:9,.:,s:,d:w,s:,s:,s:,d:
s:,.:r,.:,f:,m:,.:f,f:,f:a,s:,s:,m:,.:,f:a,s:
s:,m:,.:,m:,m:,.:,m:,s:,d:,s:,f:a,c:2,m:,.:
d:,s:,.:,v:,f:,m:,v:,s:,d:,s:h,m:,f:,f:,.:
d:,d:,s:h,.:c,.:,f:,.:c,s:h,d:,d:,s:h,s:,s:,s:
