.:r,.:,m:,.:,.:,m:,.:,.:,.:,.:f,.:,.:,m:,.:
.:,f:,m:,.:,f:,.:,f:,f:,f:,.:,.:,f:,.:,.:
.:,.:f,.:f,s:h,s:h,.:f,.:f,f:,v:,.:,.:,f:,.:,.:f
.:,v:,f:,.:c,c:1,s:,m:,.:f,m:,.:,f:a,v:,f:,.:
.:f,.:f,s:,f:,.:,.:f,s:,.:,f:r,.:,.:c,.:c,s:h,s:
.:,.:,s:,.:,.:,f:,m:,f:,.:c,f:,.:,.:,.:f,.:f
f:,.:f,.:,f:,.:,f:,.:f,.:,f:,.:f,.:c,s:h,c:11,f:
.:,f:,v:,.:c,.:c,m:o,v:,f:,.:f,v:,.:c,s:,.:,m:
m:,f:,.:,.:,m:,.:c,.:c,.:,.:,f:,.:,s:,.:r,.:
.:,.:,m:,.:,.:,f:,f:,.:,.:f,.:,.:,.:,f:,.:
.:,f:,s:h,m:,f:a,.:r,.:f,c:7,s:,.:,.:,.:,.:,.:
.:,.:r,.:,c:2,f:a,.:,m:o,.:,s:,m:,.:,v:,.:,.:
f:,f:,s:h,m:,f:,.:,f:,.:,.:,.:,.:,.:,f:,m:
m:,f:,s:,.:,.:,f:,.:,f:,.:,.:,f:,f:,f:,.:c
