d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,d:w,d:,d:,s:,.:c,.:c,.:,s:
d:,d:,d:,d:,d:r,d:,d:,d:,d:,s:,d:,d:,d:,s:,.:,c:3,m:,s:
d:,d:,d:,d:,s:,s:,s:,d:,s:,v:,s:h,d:,d:,s:,.:,.:,m:,s:
d:,s:,s:,s:,f:,f:,f:,s:,s:h,s:,s:h,d:,d:,s:,s:h,s:,s:,d:
s:,.:,.:,.:c,f:,.:f,f:,m:,f:,.:,.:,s:,s:h,.:,s:h,s:,d:,d:
s:,f:,.:c,f:,v:,f:,.:c,f:,.:f,f:,f:,.:c,m:,v:,.:f,m:,s:,d:
s:,c:7,f:,.:,.:,.:f,f:a,c:5,.:,.:f,v:,.:,.:,m:,f:,.:c,s:,d:
s:,m:o,s:,s:,f:,f:a,f:a,m:,f:,f:a,.:,.:,.:,.:f,.:,.:,s:h,d:r
d:,s:,d:,s:,f:,f:,m:,m:,.:,f:r,.:c,.:c,m:,f:,c:6,f:,s:,d:
d:,d:,d:,s:h,.:,m:,f:,f:,.:,f:,.:,v:,.:,.:,.:f,.:,s:h,d:
s:h,s:,s:,d:,s:h,c:1,.:f,.:c,.:,.:f,f:,f:,m:,s:,s:h,s:,d:,d:
f:a,.:f,.:,s:h,s:h,.:,.:f,.:f,v:,f:,.:r,f:,.:,m:,s:h,d:,d:r,d:
m:,.:,c:10,s:,d:,s:,.:,.:f,.:f,.:,.:,.:c,.:c,c:8,s:h,d:,d:,d:
.:,.:,f:a,.:f,s:,d:,s:,s:,.:f,.:r,s:,m:,.:,.:,s:,s:,s:,s:
s:,s:,s:,s:r,d:,d:,d:,d:w,s:h,s:,d:w,s:h,s:h,s:h,s:h,.:,.:,.:
d:,d:,d:,d:,d:,d:,d:,s:,v:,s:h,s:h,.:,c:4,.:c,s:h,m:,v:,f:
d:,d:r,d:,d:,d:r,d:,d:,d:,s:h,d:,s:,.:f,f:,.:,s:h,m:,m:o,f:
d:,d:,d:,d:,d:,d:,d:,d:,d:,d:,s:,.:,.:,.:f,s:,s:,s:h,s:
