s:,m:,s:,d:,d:,d:,d:,d:,d:,d:,s:h,s:h,s:,d:
.:,f:,f:,s:,s:,s:,s:,d:,d:,s:,.:,.:f,m:,s:h
s:,m:,m:o,.:f,f:a,f:,.:,s:,d:,s:,f:,c:11,.:f,s:
s:,f:,f:a,c:0,c:10,.:f,f:,s:,d:,s:h,.:,.:,f:,s:
d:,s:,.:c,m:,m:,f:,s:,s:,s:,d:,s:,s:,s:,d:w
d:,d:r,s:,s:,s:h,s:,m:o,f:a,f:,s:,f:a,f:,f:,s:
d:,d:,d:,d:,d:,s:,f:,c:9,f:,s:,.:,c:5,f:a,s:
d:r,d:,d:,d:,d:,s:,f:,.:,m:,s:,f:,.:,m:o,.:r
d:,s:h,s:,s:,d:r,d:,s:,s:h,.:,.:f,f:,.:f,.:,.:
s:,m:,f:a,f:a,s:,s:h,s:,.:r,.:,.:f,c:1,.:f,.:,f:
s:,.:c,c:6,.:,s:h,.:,f:,f:,m:,.:,.:f,.:,.:,m:
s:,.:f,m:,f:,c:4,s:h,s:h,v:,f:,f:,.:f,.:,.:,m:
s:h,.:,f:,f:,.:,f:a,s:h,.:f,.:f,m:,s:,s:,s:,s:
d:,s:,.:c,f:,s:,s:h,d:w,s:,s:h,s:,d:,d:,d:,d:
