d:,s:,.:,.:,.:,.:,f:,m:,f:,f:,f:,s:,d:,d:,d:,d:,d:,d:,d:,d:
s:,s:,f:,.:,.:,.:,m:,f:,.:f,.:f,m:,s:h,s:,d:,s:,s:,s:,s:,s:,d:
f:,.:,.:,.:f,c:11,.:c,.:f,.:,c:9,.:f,m:r,s:h,v:,s:h,.:,f:,.:,.:r,f:a,s:
m:r,.:,.:,.:,.:f,m:,f:,.:,m:o,.:,.:,s:,s:h,s:,.:f,.:f,.:f,.:,.:,s:
.:,f:,.:,.:f,.:f,.:r,f:,f:a,m:o,m:,.:,s:,d:,s:,f:,f:a,c:1,.:,.:,s:
.:,.:,f:,.:,m:,m:,m:,v:,f:a,f:,s:,s:,s:,s:,.:,f:,m:o,.:,m:,s:
m:,f:,.:f,.:f,m:r,s:h,s:h,.:,f:,.:f,.:,f:,f:,f:,f:,f:,f:,.:,f:r,s:
f:,f:,c:6,f:,f:,s:,d:,s:,.:,f:a,.:c,f:,.:,.:,m:,s:,s:h,f:,f:,.:
f:,.:c,.:,m:,.:,s:,s:,s:h,.:c,f:,c:5,.:,f:,v:,.:,s:h,s:,v:,f:,.:
.:,.:,f:,m:o,f:,.:,.:,v:,f:,.:,f:a,m:,.:f,s:,s:,d:,s:h,.:,f:,f:
m:,.:,.:,.:,f:,.:,.:,f:a,f:,f:,m:o,f:a,.:,s:h,d:,d:,s:h,m:o,f:,f:
.:,.:,.:r,.:,v:,.:,.:c,.:,f:,.:,.:,.:,v:,s:h,d:w,d:,s:h,v:,.:,m:r
s:,.:,.:,.:,.:,m:,s:,.:c,.:,f:,.:f,.:,.:,.:,s:,s:,s:,s:,s:h,s:
.:,f:,.:f,.:f,.:f,.:,f:,f:,s:h,c:4,s:h,f:,.:,f:,f:r,.:,m:,s:,d:,d:
.:,.:,.:,c:3,.:,.:,.:,f:,f:,.:,.:,.:,f:,f:,.:c,m:,f:,s:h,s:,d:
.:r,.:,.:,.:c,.:,.:,v:,.:f,f:,f:,f:a,.:,.:,.:,c:0,m:o,f:,v:,f:,s:
s:,m:,f:,.:,.:,.:,s:,s:h,s:h,v:,m:,m:,f:,m:,f:,.:,f:,.:,.:,s:
s:,m:,v:,f:,s:,s:,.:,f:,.:f,s:h,s:,f:,.:,.:,.:,f:,f:,.:,.:,s:
s:,.:,.:c,f:,s:,s:,.:,.:c,f:,s:,d:,s:h,s:,s:,s:,f:,f:,f:,s:,d:
s:,.:,f:,.:,s:h,s:,.:,.:,.:r,s:,d:,d:,d:,d:,d:,s:,s:,s:,d:,d:
