f:,.:f,f:,.:,.:f,f:,.:,f:,m:,.:,.:,m:r,.:,f:,.:,f:,m:o,.:
.:,.:,.:f,.:f,.:,s:h,s:,.:,.:,.:,.:,.:,m:,m:,.:,.:,s:,f:
.:,f:,.:,c:11,.:f,m:,s:,v:,.:f,s:,s:,.:,v:,s:h,.:,m:,v:,f:
f:,f:,m:,.:c,.:,s:h,d:w,s:h,s:,d:,d:w,s:,s:,s:,s:,s:,s:h,m:
.:f,.:f,s:h,s:,s:h,d:,s:,s:,f:,s:,s:,.:f,f:,f:,m:,f:,s:,f:
f:,v:,.:,s:h,s:,s:,.:,.:c,s:,s:,.:,f:,v:,.:,f:,f:,.:,f:r
.:,s:,.:,s:,.:c,s:,v:,.:f,s:,d:,s:,.:,.:,.:,m:o,.:,f:,m:
f:r,s:,.:f,s:,m:,m:,.:c,s:h,s:,s:,f:,m:o,.:,s:h,.:,v:,f:,m:
.:,s:,s:,d:,s:,f:,.:c,.:,.:c,f:,.:,c:9,f:,s:,f:a,f:a,s:,f:
f:,s:h,d:,d:,d:,s:,.:f,c:1,f:a,f:,m:,.:f,f:,s:,f:a,s:,m:,.:
f:,s:h,s:h,d:,s:,.:,f:,f:,.:f,.:r,s:,.:,s:h,f:,s:h,s:h,s:,.:
f:r,s:,v:,s:h,f:,f:,.:f,m:,s:,s:h,d:,s:,s:,f:,v:,.:c,s:,.:
.:,s:h,s:,s:h,m:,s:,v:,s:,d:,d:,d:,s:,f:,s:,.:f,s:h,.:,.:
f:,s:,s:,s:,f:,m:,.:c,s:,s:,s:,d:,s:,.:,.:,s:,s:,.:,.:r
f:,f:,f:,s:,s:h,.:f,f:,f:a,.:,.:r,s:,s:,s:,.:,f:,.:,s:,.:
.:,.:f,s:,d:,d:,s:h,v:,f:,s:,s:h,s:,.:f,.:,.:,c:8,.:f,.:,.:
.:c,v:,s:h,s:,s:,s:h,f:,.:,.:r,f:a,v:,.:,f:,.:,.:,.:c,m:,.:r
f:,.:c,.:,.:,f:,.:,.:,.:c,m:,.:,.:,.:,.:,.:,.:,.:,.:,.:
